Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id
1423600000,40000,1772852,LasCondes,CristóbalColón-Vespucio,4,3.0,356.0,356.0,10.0,5445191
338105000,9500,421052,LasCondes,avenidafranciscobilbao4608,5,2.0,98.0,128.0,1.0,11242044
122500000,3442,152553,PuenteAlto,Ampliacasapasajecerradopuentealto,5,2.0,98.0,140.0,,11579191
140000000,3934,174346,Maipú,Ampliacasaenav.Lasdaliasmaipu,5,4.0,200.0,250.0,1.0,11579175
140000000,3934,174346,Renca,Casavillajardínponienteiirenca,3,3.0,80.0,120.0,,11579159
180000000,5058,224159,PuenteAlto,Ventacasaaltosdelracopuentealto,3,2.0,137.0,137.0,,11579107
130000000,3653,161893,Maipú,Ventadecasaenmaipú.,3,1.0,214.0,100.0,2.0,11579092
130000000,3653,161893,Maipú,Ampliaylindacasaubicadaenbarrioloscastañosmaipú,3,3.0,66.0,141.0,,11579030
124000000,3484,154421,EstaciónCentral,Casacondpto.Interior.Maullinestacioncentral,3,1.0,80.0,122.0,,11579001
115000000,3231,143213,Maipú,Sevendecasapuentelasgolondrinasmaipu,3,1.0,100.0,113.0,2.0,11578985
165000000,4636,205479,Maipú,Sevendecasamanquimavidaconaltojahuelmaipú,3,2.0,180.0,180.0,,11578945
143000000,4018,178082,EstaciónCentral,Sevendegrancasa5deabrilest.Central,3,1.0,180.0,285.0,1.0,11578915
600000000,16859,747198,Macul,Sevendeampliacasacallelosolmosmacul,4,3.0,602.0,602.0,1.0,11578900
240232500,6750,299169,Peñalolén,ValleHermoso/CaminoPeñalolen,3,2.0,148.0,190.0,,8303759
263366000,7400,327978,SanBernardo,Covadonga,3,3.0,157.0,463.0,6.0,6724900
266925000,7500,332410,Ñuñoa,AvenidaJoséPedroAlessandri,4,3.0,109.0,70.0,1.0,7780483
918222000,25800,1143489,Colina,CondominioChicureo2,5,6.0,490.0,5000.0,4.0,7040047
637061000,17900,793351,LasCondes,Roncesvallescercanoamanquehuesur,5,5.0,210.0,319.0,3.0,10865054
143071800,4020,178172,PuenteAlto,AvenidaGabrielaPoniente/LosAlmendros,7,2.0,127.0,100.0,,5620460
142360000,4000,177285,Colina,EstanciaLiray,3,2.0,62.0,62.0,3.0,11578095
288279000,8100,359002,Macul,Losolmos/brownsur,3,2.0,117.0,290.0,,10305059
996520000,28000,1240996,LasCondes,CaminoLaFuente,4,5.0,250.0,625.0,5.0,5985173
274043000,7700,341274,Huechuraba,Losfresnos1133,4,3.0,129.0,263.0,2.0,11578006
491142000,13800,611634,Colina,CondominioPoloManquehue,4,4.0,250.0,5000.0,6.0,7191393
180000000,5058,224159,LaFlorida,ElParque/BosqueChileno,4,3.0,120.0,209.0,4.0,6958868
604674100,16990,753019,LasCondes,VidaBarrio,14,4.0,257.0,447.0,2.0,11234249
569440000,16000,709141,Ñuñoa,DiagonalOrienteconIrarrázaval,4,4.0,173.0,366.0,10.0,11577550
476906000,13400,593905,Peñalolén,JoseArrieta10100,4,3.0,240.0,900.0,3.0,11230791
120000000,3372,149440,Quilicura,Mincha,4,2.0,74.0,87.0,1.0,9792002
68000000,1911,84682,PuenteAlto,Puentealto,3,1.0,80.0,100.0,1.0,11225371
115000000,3231,143213,Maipú,pasajelluta/Maipu,2,2.0,97.0,128.0,,10287662
850000000,23883,1058531,Vitacura,Sectorclubdepolo,4,3.0,120.0,490.0,2.0,11576950
85000000,2388,105853,LaPintana,Losqueltehues1318,3,1.0,100.0,120.0,1.0,11225144
345223000,9700,429917,LaFlorida,SantaSofíaconlasTinajas,5,4.0,152.0,315.0,2.0,11576790
141648200,3980,176399,Quilicura,A.CerroMediterraneo,2,2.0,72.0,192.0,5.0,11576706
150000000,4215,186800,Ñuñoa,callediez1841,3,1.0,120.0,250.0,2.0,11254842
782980000,22000,975068,Ñuñoa,Echeñique/EliecerParada,5,4.0,300.0,600.0,4.0,11239835
782980000,22000,975068,Providencia,Avsantamariasectornorte4d/3b/,4,3.0,172.0,407.0,1.0,11575380
110329000,3100,137396,Quilicura,EntreLoMarcoleta/LoBascuñan/SantaLuisa/O'Higgins,3,1.0,51.0,126.0,1.0,11267449
153037000,4300,190582,PuenteAlto,VentacasaCiudaddelSol,4,3.0,89.0,149.0,,11575255
185000000,5198,230386,Ñuñoa,calleocho1615,3,2.0,90.0,220.0,1.0,11254807
213540000,6000,265928,Melipilla,Hermosacasadecampoenmelipilla,4,2.0,250.0,5000.0,1.0,11574906
184712100,5190,230028,Peñalolén,VistaHermosa/PuertoOctay,3,2.0,78.0,190.0,,11574503
1582331400,44460,1970525,SanBernardo,Autopiatacentral/EstacionNos,3,2.0,200.0,12500.0,,1213620
505378000,14200,629362,Peñalolén,ElPuntal2900,5,4.0,139.0,530.0,5.0,11574325
302159100,8490,376288,LaFlorida,DelPaisaje6595,3,3.0,105.0,300.0,2.0,11574302
88000000,2473,109589,PadreHurtado,LindaCasa/ignacioCarreraP.-DoñaJaviera,2,1.0,70.0,92.0,1.0,9750006
330987000,9300,412188,LaFlorida,LasLagunitas6871,3,3.0,108.0,340.0,2.0,11574284
57000000,1602,70984,PuenteAlto,Bernabe4096puentealto,3,2.0,50.0,80.0,1.0,11225487
170725230,4797,212609,PuenteAlto,Coquimbo/Portalegre,4,3.0,109.0,153.0,1.0,11574095
125561520,3528,156366,SanMiguel,Av.Departamental/SantaRosa,3,1.0,79.0,139.0,2.0,11574078
854160000,24000,1063711,Huechuraba,PedroFontovaconCaminoCintura,4,3.0,350.0,4000.0,8.0,11251301
2313350000,65000,2880884,Vitacura,Víamorada,5,6.0,530.0,4300.0,6.0,11227543
90000000,2529,112080,PuenteAlto,puntaargolla02594,3,1.0,100.0,80.0,1.0,11225517
120000000,3372,149440,LaGranja,Losvilos,4,,,,1.0,10310102
530291000,14900,660387,Colina,Joserabat9.600,3,3.0,188.0,449.0,,7682908
533850000,15000,664819,SanMiguel,Chiloé/PedroMira,4,1.0,176.0,297.0,,6908365
708241000,19900,881994,Colina,PiedraRoja/Chicureo,5,4.0,301.0,5002.0,12.0,7639157
1064141000,29900,1325207,LaReina,Casaencondominio4D(2suite)másservicioysubterraneo,4,5.0,253.0,754.0,4.0,8639100
165000000,4636,205479,LaFlorida,LagoCochraneconSantaInés,3,2.0,77.0,200.0,1.0,10554918
675854100,18990,841661,LoBarnechea,CaminodeLoslotos,6,5.0,234.0,603.0,2.0,11244192
95000000,2669,118306,LaPintana,PortoAlegreconAv.GabrielaPoniente,3,1.0,87.0,100.0,1.0,5990718
366577000,10300,456509,LaFlorida,DiegoPortales/SantaCecilia,5,3.0,189.0,1005.0,,4594432
160000000,4496,199253,LasCondes,sierranevada8887lascondes,3,1.0,60.0,160.0,2.0,11242092
85000000,2388,105853,Lampa,Caciquecolinlampa,6,3.0,160.0,250.0,1.0,11225177
419962000,11800,522991,Ñuñoa,Ñuñoasectorresidencial,3,2.0,140.0,230.0,2.0,10867352
80000000,2248,99626,Quilicura,araucania1160,3,2.0,60.0,120.0,1.0,11242520
110000000,3091,136986,SanBernardo,Lossésamos16467,2,1.0,56.0,90.0,1.0,11242644
85000000,2388,105853,LaFlorida,Losescritoresnacionales10799,3,1.0,80.0,100.0,1.0,11225115
78000000,2192,97136,PuenteAlto,Pasajetriangulo01920,2,2.0,80.0,100.0,1.0,11225622
100000000,2810,124533,Conchalí,conchali,4,2.0,85.0,90.0,1.0,11241312
166917100,4690,207867,PadreHurtado,LosCeibos900-1200,3,3.0,77.0,136.0,2.0,11223896
200000000,5620,249066,ElBosque,AvenidaAlejandroGuzmánconPadreHurtadoapasosdeMunicipalidadyRegistroCivil,6,3.0,300.0,500.0,3.0,9534619
444875000,12500,554016,Colina,Avenidachamisero17920,3,3.0,163.0,377.0,,5694818
551645000,15500,686980,LaReina,EscritorBenjaminSubercaseauxJuliaBernstein,4,4.0,196.0,282.0,4.0,9069817
230979100,6490,287645,Colina,Colina,3,3.0,102.0,298.0,2.0,11254205
275822500,7750,343490,Huechuraba,Santamarta2567,3,3.0,106.0,244.0,,7506513
200000000,5620,249066,LasCondes,pehuenches9022,2,1.0,40.0,160.0,,11241917
818570000,23000,1019390,LasCondes,mayecura,5,4.0,314.0,568.0,5.0,11234426
516055000,14500,642659,Colina,losparralescolina,6,6.0,261.0,5000.0,5.0,11222458
889750000,25000,1108032,Peñalolén,AnibalLarrainVial9900,4,4.0,326.0,1900.0,3.0,11219082
512496000,14400,638227,Colina,PiedraRoja/Chicureo,3,4.0,151.0,384.0,2.0,10737937
530291000,14900,660387,Colina,CondominioLaFuente/Chicureo,3,3.0,150.0,530.0,2.0,8062711
58000000,1630,72229,PuenteAlto,Estacionloslagospuentealto,4,2.0,80.0,100.0,1.0,11225669
1014315000,28500,1263157,LasCondes,Posada13520,5,4.0,290.0,790.0,4.0,11226766
57000000,1602,70984,Colina,MaríadeLaQuintana,3,1.0,84.0,68.0,1.0,8393357
200000000,5620,249066,LasCondes,Lucero1650,4,1.0,110.0,180.0,1.0,11241604
519614000,14600,647091,Colina,Sergiocorrea10.800,4,3.0,153.0,550.0,,7641255
113888000,3200,141828,PuenteAlto,SantaPaula2307,3,1.0,60.0,162.0,1.0,11254494
62000000,1742,77210,PuenteAlto,monitor2559,2,1.0,42.0,57.0,1.0,11242506
462314100,12990,575734,Colina,avenidachamisero15600,3,3.0,140.0,404.0,2.0,6769968
267458850,7515,333075,LaCisterna,Avda.Loovalle,6,3.0,325.0,500.0,,10862523
335000000,9413,417186,Ñuñoa,Montenegro1981,4,2.0,108.0,106.0,1.0,11242802
615707000,17300,766758,Colina,AvenidaSanJosé12.000,5,3.0,182.0,439.0,,9070416
142000000,3990,176837,PuenteAlto,AvenidalasNievesOrienteMetroProtectoradelaInfancia,4,3.0,110.0,270.0,1.0,11239165
530291000,14900,660387,Colina,lopintocolina,6,7.0,360.0,5000.0,5.0,11240741
230000000,6462,286426,LoBarnechea,mariaromanguerrero13350,7,3.0,140.0,160.0,2.0,11242300
181509000,5100,226039,Renca,avenidaelmontijo1290,3,3.0,106.0,195.0,2.0,11239236
126344500,3550,157341,Maipú,Casaenvillatipocondominioenmaipú,3,2.0,64.0,125.0,,10864684
480465000,13500,598337,Colina,joserabat9200,4,3.0,164.0,460.0,,6556782
65000000,1826,80946,Lampa,valledelaconcaguaconbalmaceda,4,2.0,74.0,87.0,1.0,10735556
165000000,4636,205479,LasCondes,cerrotololo8990,3,1.0,65.0,160.0,2.0,11241586
782980000,22000,975068,LasCondes,CercanaPadreHurtadoconBocaccio,5,4.0,240.0,350.0,2.0,11238344
800775000,22500,997229,LasCondes,CaminoSanAntonio,4,4.0,250.0,700.0,4.0,11226569
579049300,16270,721107,Colina,Joserabat9.600,3,4.0,191.0,491.0,,7222887
524952500,14750,653739,Colina,PiedraRoja/Chicureo,3,4.0,160.0,541.0,3.0,10701183
1245650000,35000,1551245,LoBarnechea,clubdegolflomasdeladehesa,4,4.0,301.0,1102.0,6.0,11227330
231335000,6500,288088,Tiltil,Noespecifica,5,4.0,200.0,54000.0,10.0,11233359
53000000,1489,66002,LaGranja,cerrolasilla1015,2,1.0,58.0,69.0,,11241424
483668100,13590,602326,Colina,Avenidasanjose11.000,3,3.0,170.0,750.0,,8293808
186000000,5226,231631,Macul,Losolmos/ellibano,4,3.0,140.0,335.0,,9777442
240000000,6743,298879,SanMiguel,MiguelLeónPrado,9,5.0,500.0,330.0,2.0,11220326
480109100,13490,597894,LasCondes,¡remodelada!/clínicacordillera,3,3.0,160.0,292.0,3.0,11256870
430000000,12082,535492,LasCondes,pedrodegamboa399,3,2.0,120.0,250.0,2.0,11220789
188627000,5300,234903,Lampa,CalleRioTolténLampa,4,3.0,140.0,160.0,,11231441
166917100,4690,207867,PadreHurtado,LosCeibos900-1200,3,3.0,77.0,136.0,2.0,11224013
780000000,21916,971357,Buin,Caletera5sur/Av.SanSebastian,4,2.0,150.0,4080.0,,3992546
87000000,2445,108344,Quilicura,verdi157,2,1.0,85.0,100.0,1.0,11242628
93000000,2613,115816,PuenteAlto,Pasajecaletamorritospuentealto,4,2.0,117.0,89.0,2.0,11225575
1316830000,37000,1639888,LoBarnechea,PastorFernández/ElArrayán,5,5.0,450.0,1800.0,2.0,7111115
1601550000,45000,1994458,LoBarnechea,Av.PanoramicaSur,5,7.0,700.0,1350.0,,6098784
497904100,13990,620055,Vitacura,BlaiseCendrars,3,1.0,90.0,350.0,2.0,11239788
110000000,3091,136986,PuenteAlto,Villalaforestapuentealto,2,1.0,80.0,100.0,2.0,11225693
348426100,9790,433905,LasCondes,cañaveral6290,3,3.0,140.0,280.0,3.0,11220774
150000000,4215,186800,EstaciónCentral,Noespecifica,4,2.0,93.0,214.0,2.0,11242952
65000000,1826,80946,Melipilla,Losaustriacos789,2,1.0,54.0,120.0,2.0,11242389
177594100,4990,221163,SanBernardo,CaminoPadreHurtado/LosCondores,4,3.0,110.0,210.0,2.0,6409191
79000000,2220,98381,Maipú,sanrene4122,2,1.0,53.0,73.0,1.0,11242348
310000000,8710,386052,Peñalolén,¡oportunidad!/av.Consistorial,3,3.0,150.0,245.0,,6643218
100000000,2810,124533,ElBosque,LosManzanos,4,2.0,135.0,132.0,1.0,7846644
665533000,18700,828808,Santiago,Huérfanos3034,11,3.0,275.0,313.0,1.0,11255731
142004100,3990,176842,Maipú,Sancayetano,4,3.0,109.0,128.0,2.0,11244816
249130000,7000,310249,Santiago,RucapequénPoniente,5,3.0,233.0,210.0,2.0,11573349
205000000,5760,255293,LasCondes,socompa9155,3,1.0,75.0,300.0,3.0,11241895
229911400,6460,286316,Santiago,lascarabelas390,3,2.0,87.0,110.0,1.0,11242728
50000000,1405,62267,PuenteAlto,cerrohornillapuentealto,3,1.0,60.0,60.0,1.0,11225607
319954100,8990,398448,Pudahuel,lomasdeloAguirre,3,3.0,110.0,500.0,2.0,11239112
85000000,2388,105853,Maipú,maipu,4,1.0,75.0,160.0,1.0,11225287
130000000,3653,161893,LaFlorida,Drsoterodelrio515,5,3.0,80.0,200.0,1.0,11225095
55000000,1545,68493,PuenteAlto,pasajeebron4oriente,2,1.0,56.0,90.0,1.0,11242471
363018000,10200,452077,SanBernardo,josejoaquinperez629san,11,8.0,400.0,520.0,,11242673
169000000,4749,210461,PuenteAlto,CiudaddelSol,3,3.0,132.0,160.0,2.0,11573148
150000000,4215,186800,Maipú,PasajelosBellotos,3,3.0,90.0,178.0,2.0,9645942
185068000,5200,230471,LaFlorida,MariaElena&AvenidaVicuñaMackenna,3,1.0,85.0,150.0,1.0,9820631
818570000,23000,1019390,LaReina,CarlosSilvaVildosola,3,4.0,260.0,260.0,6.0,11232741
110000000,3091,136986,LaPintana,Manantiales,4,3.0,190.0,200.0,2.0,11225156
950253000,26700,1183379,Providencia,PedrodeValdivia/Toledo,7,3.0,331.0,387.0,4.0,11245910
658415000,18500,819944,LasCondes,SanCarlosApoquindo,5,4.0,170.0,370.0,2.0,8157092
2128282000,59800,2650413,LoBarnechea,Valleescondido,5,6.0,600.0,1650.0,6.0,11227232
150000000,4215,186800,PuenteAlto,CiudaddelEste,3,3.0,82.0,120.0,1.0,4641370
181509000,5100,226039,Recoleta,Urmeneta,5,3.0,220.0,280.0,,6641268
141577020,3978,176310,Maipú,ErnestoPintoLagarrigue,3,2.0,70.0,146.0,1.0,6466390
132501570,3723,165008,Maipú,AlbertoCamus,4,2.0,70.0,145.0,2.0,6466346
90000000,2529,112080,Quilicura,PresidenteRamónBarrosLuco,4,2.0,66.0,90.0,1.0,5877885
462314100,12990,575734,Colina,joserabat10670,3,3.0,160.0,562.0,,6795092
90000000,2529,112080,Pudahuel,EscritorPedroPrado,3,1.0,45.0,75.0,,11253274
704682000,19800,877562,Colina,JoseRabat11200,4,4.0,255.0,731.0,5.0,5627119
135242000,3800,168421,Lampa,Elcamponu-60582/av.Lahacienda,3,2.0,70.0,210.0,2.0,9107491
1245650000,35000,1551245,LoBarnechea,LosNogales,4,4.0,320.0,1200.0,6.0,11227370
533850000,15000,664819,LasCondes,tezcuco,4,4.0,143.0,244.0,2.0,11254401
996520000,28000,1240996,LasCondes,miradordesandamian,4,4.0,300.0,300.0,3.0,11226866
240000000,6743,298879,LasCondes,pozoalmonte9108lascondes,3,1.0,75.0,341.0,,11242127
129903500,3650,161773,Cerrillos,AvAeropuerto/Gral.JoséBernalesRamirez,3,2.0,151.0,59.0,2.0,8899634
185000000,5198,230386,Tiltil,peajelampa,4,5.0,140.0,306.0,3.0,11240848
129903500,3650,161773,Peñaflor,-33.599287-70.8597,3,3.0,73.0,160.0,1.0,11244836
177238200,4980,220720,Peñalolén,ValleHermoso,4,2.0,95.0,109.0,2.0,7416483
85000000,2388,105853,PedroAguirreCerda,Navidad2812,4,1.0,83.0,81.0,,9028779
138000000,3877,171856,Maipú,PeriodistaHernánSolis,3,3.0,96.0,121.0,1.0,5871442
55000000,1545,68493,SanBernardo,SanBernardo,3,1.0,43.0,60.0,1.0,5853383
145000000,4074,180573,Quilicura,Pellín,3,3.0,88.0,120.0,2.0,4861472
145207200,4080,180831,Cerrillos,VentaCasa3DormitoriosCerrillos,3,2.0,82.0,121.0,,10012790
366577000,10300,456509,Peñalolén,EsteroPoniente,4,3.0,114.0,280.0,3.0,4700963
76000000,2135,94645,Lampa,Elpellín,3,1.0,,,2.0,7029017
500000000,14049,622665,IsladeMaipo,IsladeMaipo,6,4.0,300.0,5100.0,1.0,7358646
95000000,2669,118306,Quilicura,Perú,3,1.0,90.0,105.0,2.0,7459374
83000000,2332,103362,Lampa,AvenidaLaHacienda,3,1.0,81.0,120.0,2.0,7757147
502000000,14105,625156,Vitacura,Texas,4,3.0,140.0,300.0,3.0,8645544
1450000,41,1806,Peñalolén,Elestero,4,3.0,114.0,280.0,2.0,9345949
67500000,1897,84060,PedroAguirreCerda,CincoPoniente,3,1.0,90.0,147.0,,9258562
179017700,5030,222936,LaFlorida,Paicaví,3,3.0,99.0,137.0,1.0,8906072
145919000,4100,181717,Pudahuel,LagunaAbascal,3,2.0,105.0,150.0,2.0,8753117
128000000,3597,159402,Maipú,Lasrosas,3,2.0,115.0,70.0,3.0,8646167
135000000,3793,168120,Renca,Lospeumos,2,1.0,72.0,185.0,2.0,9531496
142360000,4000,177285,SanBernardo,Maestranza,4,3.0,90.0,122.0,2.0,9682480
190000000,5339,236613,Santiago,Cuevas/RogelioUgarte,7,3.0,161.0,184.0,,11239389
380813000,10700,474238,Peñalolén,altosdelparque8180,2,,,,,11219428
854160000,24000,1063711,LoBarnechea,clubdegolflomasdeladehesa,4,3.0,250.0,950.0,4.0,11227288
847042000,23800,1054847,LoBarnechea,AvenidaPieAndino,4,4.0,260.0,694.0,4.0,11223284
142360000,4000,177285,Buin,AurelioSegarraValle,3,3.0,93.0,161.0,1.0,11220028
135000000,3793,168120,EstaciónCentral,Ellingue,4,2.0,160.0,160.0,2.0,11248040
2420120000,68000,3013848,LasCondes,Caminolaviña,3,4.0,500.0,3500.0,6.0,11226822
907545000,25500,1130193,Providencia,AvSalvador/Providencia,6,3.0,460.0,800.0,4.0,7111039
205000000,5760,255293,LasCondes,nuevabilbaolascondes,3,1.0,50.0,200.0,1.0,11241465
184900000,5195,230262,Ñuñoa,Dublealmeyda,3,1.0,81.0,95.0,1.0,6315766
747034100,20990,930304,LasCondes,virgiliofigueroa,6,5.0,265.0,480.0,5.0,11238362
576558000,16200,718005,Colina,JoseRabat8.600,3,3.0,175.0,500.0,2.0,5627077
190000000,5339,236613,Maipú,Avelrosal,3,3.0,140.0,165.0,1.0,8050901
65000000,1826,80946,LaPintana,Sanleandrolapintana,3,1.0,70.0,80.0,1.0,11225159
130000000,3653,161893,Paine,paine,3,2.0,125.0,455.0,1.0,11225302
105239630,2957,131058,PuenteAlto,FranciscoContreras,3,2.0,90.0,100.0,1.0,11256697
814975410,22899,1014913,LaReina,CasaenPasajeconpiscina,8,5.0,321.0,1958.0,6.0,11238021
3171,0,4,Maipú,BernardoVer55,3,1.0,60.0,60.0,1.0,11572691
266925000,7500,332410,Maipú,PrimeraTransversal&AvenidaMaipú,3,1.0,88.0,278.0,3.0,11223868
302515000,8500,376731,Huechuraba,AltosdelValle/CondominioLicanRay,5,4.0,140.0,272.0,,11256345
75000000,2107,93400,PuenteAlto,puentealto,2,1.0,45.0,70.0,1.0,11240812
191474200,5380,238449,Independencia,Casaenventade6dorm.enIndependencia,6,1.0,200.0,279.0,,9941211
150901600,4240,187922,Talagante,CasaAislada.Sectorcementerio.TasaciónBancaria.,4,2.0,113.0,580.0,,8048989
319954100,8990,398448,Ñuñoa,Metrosimonbolivar,4,2.0,100.0,180.0,2.0,11239893
174391000,4900,217174,PuenteAlto,puentealto,3,2.0,100.0,200.0,2.0,11240825
73000000,2051,90909,PuenteAlto,lacopapuentealto,3,1.0,75.0,100.0,2.0,11225435
1370215000,38500,1706370,LoBarnechea,ContralmiranteFernandezVial/ElTranque,5,5.0,340.0,1050.0,,7033394
1060546410,29799,1320730,LasCondes,EspectacularCasaenSanCarlosdeApoquindo,6,6.0,350.0,1300.0,2.0,11238529
782980000,22000,975068,SanMiguel,Coyhaique,3,1.0,112.0,660.0,2.0,11239335
67000000,1883,83437,SanBernardo,Cerrocantillanaag-59910/santamercedes,4,2.0,96.0,100.0,,8466065
133462500,3750,166205,Santiago,Noespecifica,4,2.0,117.0,117.0,,11243061
871955000,24500,1085872,Vitacura,GerónimodeAlderete/LasHualtatas,4,4.0,200.0,400.0,2.0,9873328
150000000,4215,186800,LoPrado,Laspetuniaslopradometrolasrejas,2,1.0,130.0,170.0,2.0,11238734
128124000,3600,159557,Buin,NormaTapiaQuiñoñes175LT2-16,3,2.0,75.0,160.0,2.0,11147887
1601550000,45000,1994458,LasCondes,Caminolafuente,4,4.0,650.0,2500.0,6.0,11226878
291838000,8200,363435,SanMiguel,TerceraTransversal/GranAvenida,6,2.0,130.0,400.0,,3756958
95000000,2669,118306,Cerrillos,Villaarboledaii,3,1.0,85.0,110.0,1.0,11237505
266925000,7500,332410,Paine,Chada/lasvertientes,4,2.0,100.0,5100.0,,9784849
175000000,4917,217933,LasCondes,pehuenches8884,3,1.0,75.0,160.0,,11242115
75000000,2107,93400,PuenteAlto,Donmateopuentealto,3,1.0,100.0,200.0,1.0,11225706
640620000,18000,797783,Pirque,CircunvalaciónMáximoValdésFontecilla,3,5.0,290.0,5040.0,2.0,11238860
65000000,1826,80946,SanBernardo,AvPortales/Elsatelite,3,1.0,47.0,75.0,1.0,10858721
605030000,17000,753462,Colina,Crespones47,4,4.0,235.0,636.0,,6862627
1245650000,35000,1551245,LasCondes,Quinchamali/Lascondes,5,4.0,590.0,1100.0,4.0,8537327
75000000,2107,93400,SanBernardo,bravodesaravia,3,2.0,120.0,120.0,,10863511
75000000,2107,93400,PuenteAlto,Ernestoalvearpuentealto,4,2.0,100.0,100.0,,11225681
460000000,12925,572852,LasCondes,IsabelLaCatolica/FranciscoBilbao,4,3.0,125.0,250.0,3.0,11571348
355544100,9990,442770,LasCondes,AlonsodeCamargo/CuartoCentenario,4,3.0,95.0,200.0,3.0,11238079
120000000,3372,149440,Quilicura,lastorresnorte158quilicura,3,3.0,85.0,85.0,1.0,11242576
996520000,28000,1240996,LoBarnechea,LosTrapenses/LoBarnechea,4,4.0,290.0,800.0,2.0,9166480
145000000,4074,180573,Buin,SergioBadillaArenas,3,2.0,66.0,189.0,3.0,11251266
82000000,2304,102117,PuenteAlto,Alfonsoleng613,5,2.0,80.0,140.0,1.0,11225656
373695000,10500,465374,SanMiguel,Paradero17avdasantarosa,3,3.0,169.0,714.0,,10882133
960574100,26990,1196232,LasCondes,Dominicosantiguoespectacularcasaencondominionueva!,5,5.0,270.0,538.0,3.0,11238395
487583000,13700,607202,Colina,JoseRabat,3,3.0,140.0,500.0,2.0,5580753
125000000,3512,155666,PuenteAlto,Puentealto,3,2.0,102.0,198.0,1.0,11225386
75000000,2107,93400,LoEspejo,Pasaje426452,4,3.0,,,2.0,11225265
72000000,2023,89664,SanBernardo,Machalí1229,2,1.0,,,1.0,11571146
62000000,1742,77210,CerroNavia,GeneralCarrera1656villaLosLagos,2,1.0,57.0,,1.0,11571128
476906000,13400,593905,Peñalolén,JoseArrieta10100,4,3.0,240.0,900.0,3.0,11230771
649000000,18235,808219,Peñalolén,Casa5dormitorios,5,5.0,200.0,650.0,,10548722
256212410,7199,319069,Santiago,Noespecifica,7,2.0,203.0,203.0,,11243095
220658000,6200,274792,SanBernardo,AvenidadelManantial18516,3,3.0,122.0,244.0,2.0,11219110
456690880,12832,568731,EstaciónCentral,AvenidaEcuador/BlancoGarcés,8,5.0,311.0,572.0,,6398264
165000000,4636,205479,SanJoaquín,angol60sanJoaquín,3,2.0,110.0,250.0,2.0,11225757
108371550,3045,134958,LaReina,TalinayconDiputadaLauraRodriguez,3,1.0,76.0,135.0,1.0,10954468
54000000,1517,67248,PuenteAlto,jericó2803ouente,5,1.0,65.0,90.0,1.0,11242487
75000000,2107,93400,LoEspejo,loespejo,3,1.0,90.0,105.0,2.0,11240767
180000000,5058,224159,LasCondes,nevadodepiuquenes8999,2,1.0,40.0,160.0,1.0,11242065
185000000,5198,230386,Independencia,maruri326,9,2.0,217.0,217.0,,11244088
162000000,4552,201743,LasCondes,sierranevada761,5,1.0,100.0,160.0,2.0,11241520
533850000,15000,664819,Lampa,santasara1801,4,4.0,411.0,5000.0,3.0,11225196
50000000,1405,62267,LaFlorida,Recaladaoriente,3,1.0,,,1.0,11225083
459111000,12900,571745,LasCondes,PadreErrazuriz,4,3.0,140.0,230.0,2.0,11254375
120000000,3372,149440,Lampa,selvaoscura165lampa,4,1.0,75.0,400.0,3.0,11241443
92000000,2585,114570,PuenteAlto,valledelsaladopuentealto,3,1.0,70.0,100.0,1.0,11225499
90000000,2529,112080,Quilicura,tanahlot267,4,2.0,67.0,78.0,1.0,11242596
151755760,4264,188986,PuenteAlto,Terrandina,3,2.0,77.0,136.0,1.0,11570654
60000000,1686,74720,PuenteAlto,AvenidaMexico/VolcánLicanbur,2,1.0,46.0,60.0,1.0,11250457
462670000,13000,576177,Colina,Chamisero/DeLosSagradosCorazones,4,3.0,186.0,471.0,,9769751
179017700,5030,222936,LaFlorida,Paicaví,3,3.0,99.0,137.0,1.0,8955310
150000000,4215,186800,PuenteAlto,SenderoLaHuellaPoniente,3,3.0,82.0,120.0,,9501512
118000000,3316,146949,EstaciónCentral,Noespecifica,3,1.0,74.0,170.0,1.0,11242938
205000000,5760,255293,LasCondes,santazita9304,3,1.0,67.0,306.0,3.0,11242105
1010756000,28400,1258725,LoBarnechea,CaminodelMaillín3.300,5,5.0,357.0,1190.0,2.0,9765492
152147250,4275,189474,SanBernardo,LasVeronicas/PasajeSauceChileno,3,3.0,81.0,153.0,,7736616
68000000,1911,84682,LaPintana,Reydonfelipelapintana,2,1.0,100.0,126.0,,11225127
249130000,7000,310249,Colina,ParqueBrisasNorte,3,3.0,114.0,402.0,2.0,10283180
1921860000,54000,2393350,LasCondes,CaminoSanAntonio,5,6.0,840.0,2300.0,6.0,11226603
75000000,2107,93400,PuenteAlto,laviña,4,2.0,100.0,120.0,2.0,11240791
145000000,4074,180573,LaFlorida,PsajeOrongo/CalleManutara,4,2.0,95.0,120.0,,8632545
49826000,1400,62050,Colina,Callelosríos,2,1.0,5749.0,9935.0,,9758034
248774100,6990,309806,Ñuñoa,5470,3,2.0,180.0,180.0,2.0,11219670
138801000,3900,172853,Quilicura,figueras023,3,3.0,78.0,121.0,2.0,11242540
1388010000,39000,1728531,LoBarnechea,Golflomasdeladehesa,5,5.0,400.0,1200.0,6.0,11227264
105000000,2950,130760,Pudahuel,Latepapudahuelsantiago,3,2.0,100.0,75.0,2.0,11225358
